type,delete,position,shape,feature,placement,x,y,scale,angle,z_index,fill,icon,b1f,b2f,b3f,b4f,b1w,b2w,b3w,b4w,spacing,alignment,font_size,font_family,height,text
Standard Road Car,,Right Door Number Plate,*,,NASA GTS Number,0.5,0.5,,0,100,,,,,,,,,,,,,370,,,
Standard Road Car,,Right Door Number Plate,*,,NASA GTS Gov,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,NASA GTS Class,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Standard Road Car,,Front Bumper,*,,NASA GTS Class,0.3,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,NASA GTS Number,0.5,0.5,,0,100,,,,,,,,,,,,,420,,,
Sports Car,,Left Door Number Plate,*,,NASA GTS Gov,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,NASA GTS Class,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,NASA GTS Number,0.5,0.5,,0,100,,,,,,,,,,,,,420,,,
Sports Car,,Right Door Number Plate,*,,NASA GTS Gov,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,NASA GTS Class,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,NASA GTS Class,0.3,0.5,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Left Door Number Plate,*,,NASA GTS Number,0.5,0.5,,0,100,,,,,,,,,,,,,560,,,
Gran Turismo GT,,Left Door Number Plate,*,,NASA GTS Gov,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Gran Turismo GT,,Left Door Number Plate,*,,NASA GTS Class,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Gran Turismo GT,,Right Door Number Plate,*,,NASA GTS Number,0.5,0.5,,0,100,,,,,,,,,,,,,560,,,
Gran Turismo GT,,Right Door Number Plate,*,,NASA GTS Gov,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Gran Turismo GT,,Right Door Number Plate,*,,NASA GTS Class,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Gran Turismo GT,,Front Bumper,*,,NASA GTS Class,0.3,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Bonnet,*,,RA Sponsor,0.5,0.5,,0,100,,,,,,,,,,,,,270,,,
Standard Road Car,,Windscreen,*,,RA Gov,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,RA Number,0.5,0.5,,0,100,,,,,,,,,,,,,380,,,
Standard Road Car,,Left Door Number Plate,*,,RA Gov,0.5,0.8,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,RA Class,0.5,0.2,1,0,120,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,RA Number,0.5,0.5,,0,100,,,,,,,,,,,,,380,,,
Standard Road Car,,Right Door Number Plate,*,,RA Gov,0.5,0.8,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,RA Class,0.5,0.2,1,0,120,,,,,,,,,,,,,,,,
Standard Road Car,,Left Rear Window,*,,RA Flag,0.25,0.3,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Left Rear Window,*,,RA Flag2,0.25,0.6,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Left Rear Window,*,,RA Name,0.55,0.3,,0,120,,,,,,,,,,,,,65,,,
Standard Road Car,,Left Rear Window,*,,RA Name2,0.55,0.6,,0,130,,,,,,,,,,,,,65,,,
Standard Road Car,,Right Rear Window,*,,RA Flag,0.75,0.3,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Right Rear Window,*,,RA Flag2,0.75,0.6,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Right Rear Window,*,,RA Name,0.45,0.3,,0,120,,,,,,,,,,,,,65,,,
Standard Road Car,,Right Rear Window,*,,RA Name2,0.45,0.6,,0,130,,,,,,,,,,,,,65,,,
Rally,,Bonnet,*,,RA Sponsor,0.5,0.5,,0,100,,,,,,,,,,,,,270,,,
Rally,,Windscreen,*,,RA Gov,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Rally,,Left Door Number Plate,*,,RA Number,0.5,0.5,,0,100,,,,,,,,,,,,,450,,,
Rally,,Left Door Number Plate,*,,RA Gov,0.5,0.8,1,0,110,,,,,,,,,,,,,,,,
Rally,,Left Door Number Plate,*,,RA Class,0.5,0.2,1,0,120,,,,,,,,,,,,,,,,
Rally,,Right Door Number Plate,*,,RA Number,0.5,0.5,,0,100,,,,,,,,,,,,,450,,,
Rally,,Right Door Number Plate,*,,RA Gov,0.5,0.8,1,0,110,,,,,,,,,,,,,,,,
Rally,,Right Door Number Plate,*,,RA Class,0.5,0.2,1,0,120,,,,,,,,,,,,,,,,
Rally,,Left Rear Window,*,,RA Flag,0.25,0.3,1,0,100,,,,,,,,,,,,,,,,
Rally,,Left Rear Window,*,,RA Flag2,0.25,0.6,1,0,110,,,,,,,,,,,,,,,,
Rally,,Left Rear Window,*,,RA Name,0.55,0.3,,0,120,,,,,,,,,,,,,65,,,
Rally,,Left Rear Window,*,,RA Name2,0.55,0.6,,0,130,,,,,,,,,,,,,65,,,
Rally,,Right Rear Window,*,,RA Flag,0.75,0.3,1,0,100,,,,,,,,,,,,,,,,
Rally,,Right Rear Window,*,,RA Flag2,0.75,0.6,1,0,110,,,,,,,,,,,,,,,,
Rally,,Right Rear Window,*,,RA Name,0.45,0.3,,0,120,,,,,,,,,,,,,65,,,
Rally,,Right Rear Window,*,,RA Name2,0.45,0.6,,0,130,,,,,,,,,,,,,65,,,
Standard Road Car,,Left Door Number Plate,*,,SCCA Number,0.4,0.5,,0,100,,,,,,,,,,,,,420,,,
Standard Road Car,,Left Door Number Plate,*,,SCCA Letter,0.65,0.5,,0,110,,,,,,,,,,,,,200,,,
Standard Road Car,,Right Door Number Plate,*,,SCCA Number,0.6,0.5,,0,100,,,,,,,,,,,,,420,,,
Standard Road Car,,Right Door Number Plate,*,,SCCA Letter,0.35,0.5,,0,110,,,,,,,,,,,,,200,,,
Sports Car,,Left Door Number Plate,*,,SCCA Number,0.4,0.5,,0,100,,,,,,,,,,,,,320,,,
Sports Car,,Left Door Number Plate,*,,SCCA Letter,0.65,0.5,,0,110,,,,,,,,,,,,,125,,,
Sports Car,,Right Door Number Plate,*,,SCCA Number,0.6,0.5,,0,100,,,,,,,,,,,,,320,,,
Sports Car,,Right Door Number Plate,*,,SCCA Letter,0.35,0.5,,0,110,,,,,,,,,,,,,125,,,
Formula,,Left Engine Cover,*,,SCCA Number,0.4,0.5,,0,100,,,,,,,,,,,,,270,,,
Formula,,Left Engine Cover,*,,SCCA Letter,0.65,0.5,,0,110,,,,,,,,,,,,,125,,,
Formula,,Right Engine Cover,*,,SCCA Number,0.6,0.5,,0,100,,,,,,,,,,,,,270,,,
Formula,,Right Engine Cover,*,,SCCA Letter,0.35,0.5,,0,110,,,,,,,,,,,,,125,,,
Midget Car,,Left Rear Side Panel,*,,SCCA Number,0.4,0.5,,0,100,,,,,,,,,,,,,270,,,
Midget Car,,Left Rear Side Panel,*,,SCCA Letter,0.65,0.5,,0,110,,,,,,,,,,,,,125,,,
Midget Car,,Right Rear Side Panel,*,,SCCA Number,0.6,0.5,,0,100,,,,,,,,,,,,,270,,,
Midget Car,,Right Rear Side Panel,*,,SCCA Letter,0.35,0.5,,0,110,,,,,,,,,,,,,125,,,
Formula,,Nose Cone,*,,CAMS R Number,0.4,0.5,,0,100,,,,,,,,,,,,,395,,,
Formula,,Nose Cone,*,,CAMS R Letter,0.8,0.65,,0,110,,,,,,,,,,,,,125,,,
Formula,,Rear Left Wing Fin,*,,CAMS R Number,0.4,0.5,,0,100,,,,,,,,,,,,,200,,,
Formula,,Rear Left Wing Fin,*,,CAMS R Letter,0.8,0.65,,0,110,,,,,,,,,,,,,100,,,
Formula,,Rear Right Wing Fin,*,,CAMS R Number,0.4,0.5,,0,100,,,,,,,,,,,,,200,,,
Formula,,Rear Right Wing Fin,*,,CAMS R Letter,0.8,0.65,,0,110,,,,,,,,,,,,,100,,,
Sports Car,,Bonnet,*,,CAMS R Number,0.4,0.5,,0,100,,,,,,,,,,,,,420,,,
Sports Car,,Bonnet,*,,CAMS R Letter,0.7,0.7,,0,110,,,,,,,,,,,,,150,,,
Sports Car,,Left Door Number Plate,*,,CAMS R Number,0.4,0.5,,0,100,,,,,,,,,,,,,350,,,
Sports Car,,Left Door Number Plate,*,,CAMS R Letter,0.7,0.7,,0,110,,,,,,,,,,,,,125,,,
Sports Car,,Right Door Number Plate,*,,CAMS R Number,0.4,0.5,,0,100,,,,,,,,,,,,,350,,,
Sports Car,,Right Door Number Plate,*,,CAMS R Letter,0.7,0.7,,0,110,,,,,,,,,,,,,125,,,
Standard Road Car,,Bonnet,*,,CAMS R Number,0.4,0.5,,0,100,,,,,,,,,,,,,420,,,
Standard Road Car,,Bonnet,*,,CAMS R Letter,0.7,0.7,,0,110,,,,,,,,,,,,,250,,,
Standard Road Car,,Left Door Number Plate,*,,CAMS R Number,0.4,0.5,,0,100,,,,,,,,,,,,,360,,,
Standard Road Car,,Left Door Number Plate,*,,CAMS R Letter,0.7,0.7,,0,110,,,,,,,,,,,,,200,,,
Standard Road Car,,Right Door Number Plate,*,,CAMS R Number,0.4,0.5,,0,100,,,,,,,,,,,,,360,,,
Standard Road Car,,Right Door Number Plate,*,,CAMS R Letter,0.7,0.7,,0,110,,,,,,,,,,,,,200,,,
Sports Car,,Bonnet,*,,CAMS T Number,0.4,0.5,,0,100,,,,,,,,,,,,,420,,,
Sports Car,,Bonnet,*,,CAMS T Letter,0.7,0.7,,0,110,,,,,,,,,,,,,150,,,
Sports Car,,Left Door Number Plate,*,,CAMS T Number,0.4,0.5,,0,100,,,,,,,,,,,,,350,,,
Sports Car,,Left Door Number Plate,*,,CAMS T Letter,0.7,0.7,,0,110,,,,,,,,,,,,,125,,,
Sports Car,,Right Door Number Plate,*,,CAMS T Number,0.4,0.5,,0,100,,,,,,,,,,,,,350,,,
Sports Car,,Right Door Number Plate,*,,CAMS T Letter,0.7,0.7,,0,110,,,,,,,,,,,,,125,,,
Standard Road Car,,Bonnet,*,,CAMS T Number,0.4,0.5,,0,100,,,,,,,,,,,,,420,,,
Standard Road Car,,Bonnet,*,,CAMS T Letter,0.7,0.7,,0,110,,,,,,,,,,,,,250,,,
Standard Road Car,,Left Door Number Plate,*,,CAMS T Number,0.4,0.5,,0,100,,,,,,,,,,,,,360,,,
Standard Road Car,,Left Door Number Plate,*,,CAMS T Letter,0.7,0.7,,0,110,,,,,,,,,,,,,200,,,
Standard Road Car,,Right Door Number Plate,*,,CAMS T Number,0.4,0.5,,0,100,,,,,,,,,,,,,360,,,
Standard Road Car,,Right Door Number Plate,*,,CAMS T Letter,0.7,0.7,,0,110,,,,,,,,,,,,,200,,,
Gran Turismo GT,,Bonnet,*,,CAMS T Number,0.4,0.5,,0,100,,,,,,,,,,,,,570,,,
Gran Turismo GT,,Bonnet,*,,CAMS T Letter,0.7,0.7,,0,110,,,,,,,,,,,,,125,,,
Gran Turismo GT,,Left Door Number Plate,*,,CAMS T Number,0.5,0.5,,0,100,,,,,,,,,,,,,350,,,
Gran Turismo GT,,Left Door Number Plate,*,,CAMS T Letter,0.8,0.65,,0,110,,,,,,,,,,,,,125,,,
Gran Turismo GT,,Right Door Number Plate,*,,CAMS T Number,0.5,0.5,,0,100,,,,,,,,,,,,,350,,,
Gran Turismo GT,,Right Door Number Plate,*,,CAMS T Letter,0.8,0.65,,0,110,,,,,,,,,,,,,125,,,
Rally,,Left Rear Window,*,,CAMS ARC User,0.35,0.35,,0,100,,,,,,,,,,,,,65,,,
Rally,,Left Rear Window,*,,CAMS ARC User2,0.35,0.65,,0,110,,,,,,,,,,,,,65,,,
Rally,,Right Rear Window,*,,CAMS ARC User,0.65,0.35,,0,100,,,,,,,,,,,,,65,,,
Rally,,Right Rear Window,*,,CAMS ARC User2,0.65,0.65,,0,110,,,,,,,,,,,,,65,,,
Rally,,Roof,*,,CAMS ARC Number,0.5,0.5,,180,100,,,,,,,,,,,,,450,,,
Rally,,Windscreen,*,,CAMS ARC Number,0.85,0.5,,0,100,,,,,,,,,,,,,187,,,
Rally,,Windscreen,*,,CAMS ARC Text,0.5,0.5,,0,110,,,,,,,,,,,,,65,,,
Rally,,Front Bumper,*,,CAMS ARC Sponsor,0.27,0.5,1,0,100,,,,,,,,,,,,,,,,
Rally,,Front Bumper,*,,CAMS ARC Sponsor2,0.73,0.5,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Left Rear Window,*,,CAMS ARC User,0.35,0.35,,0,100,,,,,,,,,,,,,80,,,
Standard Road Car,,Left Rear Window,*,,CAMS ARC User2,0.35,0.65,,0,110,,,,,,,,,,,,,80,,,
Standard Road Car,,Right Rear Window,*,,CAMS ARC User,0.65,0.35,,0,100,,,,,,,,,,,,,80,,,
Standard Road Car,,Right Rear Window,*,,CAMS ARC User2,0.65,0.65,,0,110,,,,,,,,,,,,,80,,,
Standard Road Car,,Roof,*,,CAMS ARC Number,0.5,0.5,,180,100,,,,,,,,,,,,,460,,,
Standard Road Car,,Windscreen,*,,CAMS ARC Number,0.85,0.5,,0,100,,,,,,,,,,,,,187,,,
Standard Road Car,,Windscreen,*,,CAMS ARC Text,0.5,0.5,,0,110,,,,,,,,,,,,,75,,,
Standard Road Car,,Front Bumper,*,,CAMS ARC Sponsor,0.27,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Front Bumper,*,,CAMS ARC Sponsor2,0.73,0.5,1,0,110,,,,,,,,,,,,,,,,
Aussie Racing Car,,Roof,*,,CAMS Aussie Number,0.5,0.5,,180,100,,,,,,,,,,,,,265,,,
Aussie Racing Car,,Front Left Wheel Arch,*,,CAMS Aussie Number,0.75,0.35,,0,100,,,,,,,,,,,,,270,,,
Aussie Racing Car,,Front Left Wheel Arch,*,,CAMS Aussie Logo,0.75,0.75,1,0,110,,,,,,,,,,,,,,,,
Aussie Racing Car,,Front Right Wheel Arch,*,,CAMS Aussie Number,0.25,0.35,,0,100,,,,,,,,,,,,,270,,,
Aussie Racing Car,,Front Right Wheel Arch,*,,CAMS Aussie Logo,0.25,0.75,1,0,110,,,,,,,,,,,,,,,,
Formula,,Nose Cone,*,,CAMS F3 Number,0.5,0.4,,0,100,,,,,,,,,,,,,395,,,
Formula,,Nose Cone,*,,CAMS F3 Sponsor,0.5,0.25,1,0,110,,,,,,,,,,,,,,,,
Formula,,Nose Cone,*,,CAMS F3 Class,0.5,0.67,1,0,120,,,,,,,,,,,,,,,,
Formula,,Nose Cone,*,,CAMS F3 Logo,0.5,0.85,1,0,130,,,,,,,,,,,,,,,,
Formula,,Rear Left Wing Fin,*,,CAMS F3 Number,0.6,0.4,,0,100,,,,,,,,,,,,,190,,,
Formula,,Rear Left Wing Fin,*,,CAMS F3 Sponsor,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Formula,,Rear Left Wing Fin,*,,CAMS F3 Class,0.6,0.65,1,0,120,,,,,,,,,,,,,,,,
Formula,,Rear Left Wing Fin,*,,CAMS F3 Logo,0.6,0.85,1,0,130,,,,,,,,,,,,,,,,
Formula,,Rear Right Wing Fin,*,,CAMS F3 Number,0.4,0.4,,0,100,,,,,,,,,,,,,190,,,
Formula,,Rear Right Wing Fin,*,,CAMS F3 Sponsor,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Formula,,Rear Right Wing Fin,*,,CAMS F3 Class,0.4,0.65,1,0,120,,,,,,,,,,,,,,,,
Formula,,Rear Right Wing Fin,*,,CAMS F3 Logo,0.4,0.85,1,0,130,,,,,,,,,,,,,,,,
Formula,,Left Engine Cover,*,,CAMS FF Number,0.5,0.4,,0,100,,,,,,,,,,,,,190,,,
Formula,,Left Engine Cover,*,,CAMS FF Logo,0.5,0.75,1,0,110,,,,,,,,,,,,,,,,
Formula,,Right Engine Cover,*,,CAMS FF Number,0.5,0.4,,0,100,,,,,,,,,,,,,190,,,
Formula,,Right Engine Cover,*,,CAMS FF Logo,0.5,0.75,1,0,110,,,,,,,,,,,,,,,,
Gran Turismo GT,,Left Door Number Plate,*,,CAMS GT Number,0.5,0.5,,0,100,,,,,,,,,,,,,350,,,
Gran Turismo GT,,Left Door Number Plate,*,,CAMS GT Sponsor,0.5,0.2,,0,110,,,,,,,,,,,,,125,,,
Gran Turismo GT,,Right Door Number Plate,*,,CAMS GT Number,0.5,0.5,,0,100,,,,,,,,,,,,,350,,,
Gran Turismo GT,,Right Door Number Plate,*,,CAMS GT Sponsor,0.5,0.2,,0,110,,,,,,,,,,,,,125,,,
Sports Car,,Left Door Number Plate,*,,CAMS GT Number,0.5,0.5,,0,100,,,,,,,,,,,,,400,,,
Sports Car,,Left Door Number Plate,*,,CAMS GT Sponsor,0.5,0.2,,0,110,,,,,,,,,,,,,60,,,
Sports Car,,Right Door Number Plate,*,,CAMS GT Number,0.5,0.5,,0,100,,,,,,,,,,,,,400,,,
Sports Car,,Right Door Number Plate,*,,CAMS GT Sponsor,0.5,0.2,,0,110,,,,,,,,,,,,,60,,,
Standard Road Car,,Front Bumper,*,,CAMS MC Sponsor,0.3,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Front Bumper,*,,CAMS MC Sponsor2,0.7,0.5,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Front Bumper,*,,CAMS MC Text,0.5,0.5,,0,120,,,,,,,,,,,,,75,,,
Standard Road Car,,Windscreen,*,,CAMS MC Class,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Rear Windscreen,*,,CAMS MC Text,0.5,0.5,,0,100,,,,,,,,,,,,,85,,,
Standard Road Car,,Rear Number Plate,*,,CAMS MC Text,0.5,0.5,,0,100,,,,,,,,,,,,,70,,,
Standard Road Car,,Left Rear Window,*,,CAMS MC Sponsor3,0.5,0.3,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Left Rear Window,*,,CAMS MC Name,0.5,0.65,,0,110,,,,,,,,,,,,,85,,,
Standard Road Car,,Right Rear Window,*,,CAMS MC Sponsor3,0.5,0.3,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Right Rear Window,*,,CAMS MC Name,0.5,0.65,,0,110,,,,,,,,,,,,,85,,,
Standard Road Car,,Left Under Door Chassis,*,,CAMS MC Class,0.65,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Right Under Door Chassis,*,,CAMS MC Class,0.35,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,CAMS MC Logo2,0.5,0.2,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,CAMS MC Number,0.5,0.5,,0,110,,,,,,,,,,,,,360,,,
Standard Road Car,,Left Door Number Plate,*,,CAMS MC Letter,0.7,0.37,,0,120,,,,,,,,,,,,,220,,,
Standard Road Car,,Left Door Number Plate,*,,CAMS MC Sponsor,0.5,0.8,1,0,130,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,CAMS MC Logo2,0.5,0.2,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,CAMS MC Number,0.5,0.5,,0,110,,,,,,,,,,,,,360,,,
Standard Road Car,,Right Door Number Plate,*,,CAMS MC Letter,0.7,0.37,,0,120,,,,,,,,,,,,,220,,,
Standard Road Car,,Right Door Number Plate,*,,CAMS MC Sponsor,0.5,0.8,1,0,130,,,,,,,,,,,,,,,,
Standard Road Car,,Front Left Wheel Arch,*,,CAMS MC Logo,0.75,0.4,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Front Right Wheel Arch,*,,CAMS MC Logo,0.25,0.4,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,CAMS MC Sponsor,0.3,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,CAMS MC Sponsor2,0.7,0.5,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,CAMS MC Text,0.5,0.5,,0,120,,,,,,,,,,,,,60,,,
Sports Car,,Windscreen,*,,CAMS MC Class,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Rear Windscreen,*,,CAMS MC Text,0.5,0.5,,0,100,,,,,,,,,,,,,60,,,
Sports Car,,Rear Number Plate,*,,CAMS MC Text,0.5,0.5,,0,100,,,,,,,,,,,,,60,,,
Sports Car,,Left Rear Window,*,,CAMS MC Sponsor3,0.5,0.3,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Left Rear Window,*,,CAMS MC Name,0.5,0.65,,0,110,,,,,,,,,,,,,55,,,
Sports Car,,Right Rear Window,*,,CAMS MC Sponsor3,0.5,0.3,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Right Rear Window,*,,CAMS MC Name,0.5,0.65,,0,110,,,,,,,,,,,,,55,,,
Sports Car,,Left Under Door Chassis,*,,CAMS MC Class,0.65,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Right Under Door Chassis,*,,CAMS MC Class,0.35,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,CAMS MC Logo2,0.5,0.2,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,CAMS MC Number,0.5,0.5,,0,110,,,,,,,,,,,,,350,,,
Sports Car,,Left Door Number Plate,*,,CAMS MC Letter,0.7,0.37,,0,120,,,,,,,,,,,,,125,,,
Sports Car,,Left Door Number Plate,*,,CAMS MC Sponsor,0.5,0.8,1,0,130,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,CAMS MC Logo2,0.5,0.2,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,CAMS MC Number,0.5,0.5,,0,110,,,,,,,,,,,,,350,,,
Sports Car,,Right Door Number Plate,*,,CAMS MC Letter,0.7,0.37,,0,120,,,,,,,,,,,,,125,,,
Sports Car,,Right Door Number Plate,*,,CAMS MC Sponsor,0.5,0.8,1,0,130,,,,,,,,,,,,,,,,
Sports Car,,Front Left Wheel Arch,*,,CAMS MC Logo,0.75,0.4,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Right Wheel Arch,*,,CAMS MC Logo,0.25,0.4,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Front Right Wheel Arch,*,,CAMS V8 Logo,0.25,0.42,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Front Right Wheel Arch,*,,CAMS V8 Logo2,0.32,0.25,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Front Left Wheel Arch,*,,CAMS V8 Logo,0.75,0.42,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Front Left Wheel Arch,*,,CAMS V8 Logo2,0.68,0.75,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,CAMS V8 Number,0.5,0.6,,0,100,,,,,,,,,,,,,370,,,
Standard Road Car,,Left Door Number Plate,*,,CAMS V8 Sponsor,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,CAMS V8 Number,0.5,0.6,,0,100,,,,,,,,,,,,,370,,,
Standard Road Car,,Right Door Number Plate,*,,CAMS V8 Sponsor,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Front Right Wheel Arch,*,,CAMS V8 Logo,0.25,0.42,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Right Wheel Arch,*,,CAMS V8 Logo2,0.32,0.25,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Front Left Wheel Arch,*,,CAMS V8 Logo,0.75,0.42,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Left Wheel Arch,*,,CAMS V8 Logo2,0.68,0.75,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,CAMS V8 Number,0.5,0.525,,0,100,,,,,,,,,,,,,380,,,
Sports Car,,Left Door Number Plate,*,,CAMS V8 Sponsor,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,CAMS V8 Number,0.5,0.525,,0,100,,,,,,,,,,,,,380,,,
Sports Car,,Right Door Number Plate,*,,CAMS V8 Sponsor,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,CAMS 911 Sponsor,0.5,0.4,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,CAMS 911 Sponsor2,0.15,0.5,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,CAMS 911 Sponsor3,0.16,0.7,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,CAMS 911 Sponsor4,0.85,0.5,1,0,130,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,CAMS 911 Sponsor5,0.84,0.7,1,0,140,,,,,,,,,,,,,,,,
Sports Car,,Rear Number Plate,*,,CAMS 911 Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Rear Bumper,*,,CAMS 911 Sponsor,0.33,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Rear Bumper,*,,CAMS 911 Sponsor2,0.67,0.5,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Rear Left Wing Fin,*,,CAMS 911 Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Rear Right Wing Fin,*,,CAMS 911 Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Left Wing Mirror Front,*,,CAMS 911 Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Right Wing Mirror Front,*,,CAMS 911 Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Left Rear Window,*,,CAMS 911 Number,0.3,0.3,,0,100,,,,,,,,,,,,,95,,,
Sports Car,,Left Rear Window,*,,CAMS 911 Driver,0.45,0.6,,0,110,,,,,,,,,,,,,65,,,
Sports Car,,Right Rear Window,*,,CAMS 911 Number,0.7,0.3,,0,100,,,,,,,,,,,,,65,,,
Sports Car,,Right Rear Window,*,,CAMS 911 Driver,0.55,0.6,,0,110,,,,,,,,,,,,,65,,,
Sports Car,,Windscreen,*,,CAMS 911 Number,0.2,0.5,,0,100,,,,,,,,,,,,,187,,,
Sports Car,,Rear Windscreen,*,,CAMS 911 Number,0.2,0.5,,0,100,,,,,,,,,,,,,95,,,
Sports Car,,Rear Right Wheel Arch,*,,CAMS 911 Gov,0.8,0.8,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Rear Left Wheel Arch,*,,CAMS 911 Gov,0.2,0.8,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Windscreen,*,,CAMS GT3 Number,0.2,0.6,,0,100,,,,,,,,,,,,,187,,,
Gran Turismo GT,,Rear Windscreen,*,,CAMS GT3 Number,0.2,0.5,,0,100,,,,,,,,,,,,,240,,,
Gran Turismo GT,,Left Rear Window,*,,CAMS GT3 Number,0.5,0.5,,0,100,,,,,,,,,,,,,125,,,
Gran Turismo GT,,Right Rear Window,*,,CAMS GT3 Number,0.5,0.5,,0,100,,,,,,,,,,,,,125,,,
Gran Turismo GT,,Rear Left Wheel Arch,*,,CAMS GT3 Gov,0.2,0.85,1,0,100,,,,,,,,,,,,,,,,
